Rank	Name	basename	Genre	ESRB_Rating	Platform	Publisher	Developer	VGChartz_Score	Critic_Score	User_Score	Total_Shipped	Global_Sales	NA_Sales	PAL_Sales	JP_Sales	Other_Sales	Year	Last_Update	url	status	Vgchartzscore	img_url
27439	Cthulhu Saves the World	cthulhu-saves-the-world	Role-Playing		PC	Zeboyd Games	Zeboyd Games		8.0								2011.0		http://www.vgchartz.com/game/53115/cthulhu-saves-the-world/?region=All	1		/games/boxart/full_cthulhu-saves-the-world_588AmericaFront.jpg
27444	Cube & Star: An Arbitrary Love	cube-amp-star-an-arbitrary-love	Adventure		PC	Doppler Interactive	Doppler Interactive										2014.0		http://www.vgchartz.com/game/83632/cube-amp-star-an-arbitrary-love/?region=All	1		/games/boxart/full_7973134AmericaFrontccc.jpg
27447	Cube World (Working Title)	cube-world-working-title	Misc		PC	Unknown	Unknown										2014.0		http://www.vgchartz.com/game/72329/cube-world-working-title/?region=All	1		/games/boxart/default.jpg
27448	Cubesis	cubesis	Strategy		PC	Wonderful Tree Studio	Wonderful Tree Studio										2014.0		http://www.vgchartz.com/game/84394/cubesis/?region=All	1		/games/boxart/full_8414169AmericaFrontccc.jpg
27449	Cubic Castles	cubic-castles	Adventure		PC	Unknown	Unknown										2014.0		http://www.vgchartz.com/game/84335/cubic-castles/?region=All	1		/games/boxart/full_4746968AmericaFrontccc.jpg
27464	Cult County	cult-county	Misc		PC	Renegade Kid	Unknown										2016.0		http://www.vgchartz.com/game/80847/cult-county/?region=All	1		/games/boxart/default.jpg
27545	Cyberdimension Neptunia: 4 Goddesses Online	cyberdimension-neptunia-4-goddesses-online	Role-Playing	T	PC	Idea Factory International	Compile Heart										2018.0	04th Jul 18	http://www.vgchartz.com/game/159865/cyberdimension-neptunia-4-goddesses-online/?region=All	1		/games/boxart/full_3609495AmericaFrontccc.jpg
27556	Cyberpunk 2077	cyberpunk-2077	Action-Adventure		PC	CD Projekt Red Studio	CD Projekt Red Studio										2019.0	11th Jun 18	http://www.vgchartz.com/game/72005/cyberpunk-2077/?region=All	1		/games/boxart/full_3673147AmericaFrontccc.jpg
27587	D.C. III: Da Capo III	dc-iii-da-capo-iii	Misc		PC	Circus	Unknown										2012.0		http://www.vgchartz.com/game/71683/dc-iii-da-capo-iii/?region=All	1		/games/boxart/default.jpg
27596	D4	d4	Adventure		PC	Unknown	Access Games										2015.0	01st Jan 18	http://www.vgchartz.com/game/85574/d4/?region=All	1		/games/boxart/full_2194461AmericaFrontccc.jpeg
27638	Daikoukai Jidai Online: Tierra Americana	daikoukai-jidai-online-tierra-americana	Role-Playing		PC	Tecmo Koei	Tecmo Koei Games										2011.0		http://www.vgchartz.com/game/50295/daikoukai-jidai-online-tierra-americana/?region=All	1		/games/boxart/full_daikoukai-jidai-online-tierra-americana_494JapanFront.jpg
27716	DanceWall Remix	dancewall-remix	Action		PC	Plug In Digital	Extreme Entertainment Group										2014.0		http://www.vgchartz.com/game/84461/dancewall-remix/?region=All	1		/games/boxart/full_7845126AmericaFrontccc.jpg
27717	Danchidzuma: Otokoto, Shimakuru, Onnatachi	 shimakuru	Adventure		PC	Unknown	U-Me Soft										2011.0		http://www.vgchartz.com/game/70223/danchidzuma-otokoto-shimakuru-onnatachi/?region=All	1		/games/boxart/default.jpg
27751	Darashi na Kute Ecchi na Oneesan ga Korogari Kon de Kita. Dosuru!?	darashi-na-kute-ecchi-na-oneesan-ga-korogari-kon-de-kita-dosuru	Action		PC	Unknown	softhouse-seal										2011.0		http://www.vgchartz.com/game/55084/darashi-na-kute-ecchi-na-oneesan-ga-korogari-kon-de-kita-dosuru/?region=All	1		/games/boxart/default.jpg
27767	Dark (2013)	dark-2013	Misc		PC	Kalypso Media	Unknown										2013.0		http://www.vgchartz.com/game/72296/dark-2013/?region=All	1		/games/boxart/default.jpg
27794	Dark Lore Mysteries: The Hunt For Truth	dark-lore-mysteries-the-hunt-for-truth	Misc		PC	Strategy First	Unknown										2014.0		http://www.vgchartz.com/game/81096/dark-lore-mysteries-the-hunt-for-truth/?region=All	1		/games/boxart/default.jpg
27801	Dark Scavenger	dark-scavenger	Misc		PC	Unknown	Unknown										2014.0		http://www.vgchartz.com/game/82268/dark-scavenger/?region=All	1		/games/boxart/default.jpg
27812	Dark Shadows: Army of Evil	dark-shadows-army-of-evil	Misc		PC	Burian Media Enterprises	Unknown										2014.0		http://www.vgchartz.com/game/79833/dark-shadows-army-of-evil/?region=All	1		/games/boxart/default.jpg
27827	Dark Woods: Curse of Eve	dark-woods-curse-of-eve	Misc		PC	Anansi Studios	Unknown										2014.0		http://www.vgchartz.com/game/79516/dark-woods-curse-of-eve/?region=All	1		/games/boxart/default.jpg
27833	Darkest Hour: A Hearts of Iron Game	darkest-hour-a-hearts-of-iron-game	Strategy		PC	Paradox Interactive	Darkest Hour Team										2011.0		http://www.vgchartz.com/game/51187/darkest-hour-a-hearts-of-iron-game/?region=All	1		/games/boxart/full_darkest-hour-a-hearts-of-iron-game_769AmericaFront.jpg
27836	Darkfall: Unholy Wars	darkfall-unholy-wars	Misc		PC	Aventurine SA	Unknown										2013.0		http://www.vgchartz.com/game/72318/darkfall-unholy-wars/?region=All	1		/games/boxart/default.jpg
27849	Darkwind: War on Wheels	darkwind-war-on-wheels	Racing		PC	Psychic Software	Psychic Software										2014.0		http://www.vgchartz.com/game/84481/darkwind-war-on-wheels/?region=All	1		/games/boxart/full_8437101AmericaFrontccc.jpg
27855	Darkworks	darkworks	Shooter		PC	Unknown	Darkworks										2014.0		http://www.vgchartz.com/game/52313/darkworks/?region=All	1		/games/boxart/default.jpg
27887	Dawngate	dawngate	Misc		PC	Electronic Arts	Unknown										2020.0		http://www.vgchartz.com/game/74774/dawngate/?region=All	1		/games/boxart/default.jpg
27897	Daylight	daylight	Misc		PC	Zombie Studios	Unknown										2014.0		http://www.vgchartz.com/game/72928/daylight/?region=All	1		/games/boxart/default.jpg
27907	Days of Thunder: Arcade	days-of-thunder-arcade	Racing	E10	PC	Paramount Digital Entertainment	Piranha Games										2011.0		http://www.vgchartz.com/game/50374/days-of-thunder-arcade/?region=All	1		/games/boxart/full_days-of-thunder-arcade_251AmericaFront.jpg
27916	DayZ	dayz	Misc		PC	Bohemia Interactive	Unknown										2012.0		http://www.vgchartz.com/game/71393/dayz/?region=All	1		/games/boxart/default.jpg
27931	De-formers	de-formers	Action		PC	GameTrust	Ready at Dawn										2020.0		http://www.vgchartz.com/game/115977/de-formers/?region=All	1		/games/boxart/default.jpg
27933	Dead Bits	dead-bits	Action		PC	Microblast Games	Microblast Games										2014.0		http://www.vgchartz.com/game/83330/dead-bits/?region=All	1		/games/boxart/full_6868232AmericaFrontccc.png
27938	Dead by Daylight	dead-by-daylight	Action	M	PC	Starbreeze Studios	Behaviour Interactive Inc.										2016.0	13th Feb 19	http://www.vgchartz.com/game/131685/dead-by-daylight/?region=All	1		/games/boxart/full_129811AmericaFrontccc.jpg
27947	Dead Island 2	dead-island-2	Action	M	PC	Deep Silver	Sumo Digital										2018.0	23rd Feb 18	http://www.vgchartz.com/game/82957/dead-island-2/?region=All	1		/games/boxart/default.jpg
27948	Dead Island: Bloodbath Arena	dead-island-bloodbath-arena	Action	M	PC	Deep Silver	Techland										2011.0		http://www.vgchartz.com/game/63458/dead-island-bloodbath-arena/?region=All	1		/games/boxart/full_dead-island-bloodbath-arena_653AmericaFront.jpg
27962	Dead or Alive 5 Last Round	dead-or-alive-5-last-round	Fighting		PC	Tecmo Koei	Team Ninja										2015.0		http://www.vgchartz.com/game/85152/dead-or-alive-5-last-round/?region=All	1		/games/boxart/full_611399AmericaFrontccc.jpg
27971	Dead Rising 3: Apocalypse Edition	dead-rising-3-apocalypse-edition	Action		PC	Capcom	Capcom										2014.0	11th Sep 18	http://www.vgchartz.com/game/82806/dead-rising-3-apocalypse-edition/?region=All	1		/games/boxart/full_8882000AmericaFrontccc.jpg
27986	Deadbreed	deadbreed	Action		PC	Unknown	Unknown										2014.0		http://www.vgchartz.com/game/83520/deadbreed/?region=All	1		/games/boxart/full_9482648AmericaFrontccc.jpg
27988	Deadfall	deadfall	Misc		PC	Unknown	Unknown										2014.0		http://www.vgchartz.com/game/71610/deadfall/?region=All	1		/games/boxart/default.jpg
28001	Deadpool	deadpool	Action	M	PC	Activision	High Moon Studios										2013.0	10th Oct 18	http://www.vgchartz.com/game/72019/deadpool/?region=All	1		/games/boxart/full_7662875AmericaFrontccc.jpg
28007	Dear Esther	dear-esther	Misc		PC	thechineseroom	Unknown										2012.0		http://www.vgchartz.com/game/70513/dear-esther/?region=All	1		/games/boxart/default.jpg
28012	Death and the Fly	death-and-the-fly	Platform		PC	Interplay	Independent Programmist Group										2011.0		http://www.vgchartz.com/game/51441/death-and-the-fly/?region=All	1		/games/boxart/full_death-and-the-fly_140AmericaFront.jpg
28081	Deep Under the Sky	deep-under-the-sky	Adventure		PC	Sarah Northway	Sarah Northway										2014.0		http://www.vgchartz.com/game/84240/deep-under-the-sky/?region=All	1		/games/boxart/full_9163780AmericaFrontccc.jpg
28113	Defenders of Time	defenders-of-time	Strategy		PC	Four Lights	Four Lights										2014.0	10th Aug 18	http://www.vgchartz.com/game/83129/defenders-of-time/?region=All	1		/games/boxart/full_9819131AmericaFrontccc.jpg
28124	Defense Technica	defense-technica	Misc		PC	Devolver Digital	Unknown										2013.0		http://www.vgchartz.com/game/81501/defense-technica/?region=All	1		/games/boxart/default.jpg
28126	Defense Zone	defense-zone	Strategy		PC	Artem Karakozov	Artem Karakozov										2014.0		http://www.vgchartz.com/game/83581/defense-zone/?region=All	1		/games/boxart/full_9036223AmericaFrontccc.jpg
28141	DekuMama	dekumama	Misc		PC	Unknown	Studio Kame										2011.0		http://www.vgchartz.com/game/53603/dekumama/?region=All	1		/games/boxart/default.jpg
28186	Dennou Shinpan Kisaragi Sanjikan	dennou-shinpan-kisaragi-sanjikan	Misc		PC	Unknown	Lune										2011.0		http://www.vgchartz.com/game/53602/dennou-shinpan-kisaragi-sanjikan/?region=All	1		/games/boxart/default.jpg
28208	Depression Quest	depression-quest	Misc		PC	The Quinnspiracy	The Quinnspiracy										2014.0	06th Aug 18	http://www.vgchartz.com/game/84167/depression-quest/?region=All	1		/games/boxart/full_9911041AmericaFrontccc.jpg
28211	Depths of Betrayal	depths-of-betrayal	Misc		PC	Big Fish Games	Unknown										2012.0		http://www.vgchartz.com/game/82437/depths-of-betrayal/?region=All	1		/games/boxart/default.jpg
28212	Depths of Fear: Knossos	depths-of-fear-knossos	Misc		PC	Unknown	Unknown										2014.0		http://www.vgchartz.com/game/81581/depths-of-fear-knossos/?region=All	1		/games/boxart/default.jpg
28231	Derrick the Deathfin	derrick-the-deathfin	Adventure		PC	Unknown	Unknown										2014.0		http://www.vgchartz.com/game/83185/derrick-the-deathfin/?region=All	1		/games/boxart/full_7302538AmericaFrontccc.jpg
28292	Detective Case and Clown Bot in: Murder in the Hotel Lisbon	detective-case-and-clown-bot-in-murder-in-the-hotel-lisbon	Adventure		PC	Unknown	Unknown										2014.0		http://www.vgchartz.com/game/83672/detective-case-and-clown-bot-in-murder-in-the-hotel-lisbon/?region=All	1		/games/boxart/full_8623234AmericaFrontccc.jpg
28296	Detective Grimoire	detective-grimoire	Adventure		PC	SFB Games	SFB Games										2014.0	10th Aug 18	http://www.vgchartz.com/game/84182/detective-grimoire/?region=All	1		/games/boxart/full_6185775AmericaFrontccc.jpg
28307	Deus Ex: Human Revolution - The Missing Link	deus-ex-human-revolution-the-missing-link	Action	M	PC	Square Enix	Eidos Montreal		7.5								2011.0		http://www.vgchartz.com/game/65241/deus-ex-human-revolution-the-missing-link/?region=All	1		/games/boxart/default.jpg
28350	Diamic Days	diamic-days	Adventure		PC	Lump of Sugar	Lump of Sugar										2011.0		http://www.vgchartz.com/game/58193/diamic-days/?region=All	1		/games/boxart/default.jpg
28418	Digimon Masters	digimon-masters	Misc		PC	Joymax	Unknown										2011.0		http://www.vgchartz.com/game/81726/digimon-masters/?region=All	1		/games/boxart/default.jpg
28470	Dino D-Day	dino-d-day	Shooter		PC	Unknown	800 North and Digital Ranch		5.5								2011.0		http://www.vgchartz.com/game/54959/dino-d-day/?region=All	1		/games/boxart/default.jpg
28477	Dino Wars	dino-wars	Action		PC	Unknown	DigiTek Software										2011.0		http://www.vgchartz.com/game/56106/dino-wars/?region=All	1		/games/boxart/default.jpg
28483	Direct Hit: Missile War	direct-hit-missile-war	Strategy		PC	Polynetix Studio	Polynetix Studio										2011.0		http://www.vgchartz.com/game/84090/direct-hit-missile-war/?region=All	1		/games/boxart/full_588265AmericaFrontccc.jpg
28488	DiRT 3: Monte Carlo	dirt-3-monte-carlo	Racing	T	PC	Codemasters	Codemasters										2011.0		http://www.vgchartz.com/game/52589/dirt-3-monte-carlo/?region=All	1		/games/boxart/full_dirt-3-monte-carlo_894AmericaFront.jpg
28491	DiRT 3: Power and Glory Car Pack	dirt-3-power-and-glory-car-pack	Racing	T	PC	Codemasters	Codemasters										2011.0		http://www.vgchartz.com/game/52585/dirt-3-power-and-glory-car-pack/?region=All	1		/games/boxart/full_dirt-3-power-and-glory-car-pack_991AmericaFront.jpg
28494	DiRT 3: X Games Asia Track Pack	dirt-3-x-games-asia-track-pack	Misc		PC	Unknown	Unknown										2011.0		http://www.vgchartz.com/game/70444/dirt-3-x-games-asia-track-pack/?region=All	1		/games/boxart/default.jpg
28499	DiRT Showdown	dirt-showdown	Racing	E10	PC	Codemasters	Codemasters										2012.0	29th Oct 18	http://www.vgchartz.com/game/70754/dirt-showdown/?region=All	1		/games/boxart/full_8179249PALFrontccc.jpg
28537	Disney City Girl	disney-city-girl	Simulation		PC	Playdom, Inc.	Playdom, Inc.										2012.0		http://www.vgchartz.com/game/78183/disney-city-girl/?region=All	1		/games/boxart/full_9191995AmericaFrontccc.jpg
28541	Disney Infinity	disney-infinity	Misc		PC	Disney Interactive Studios	Unknown										2013.0		http://www.vgchartz.com/game/71959/disney-infinity/?region=All	1		/games/boxart/full_6352386AmericaFrontccc.jpg
28542	Disney Infinity 2.0: Marvel Super Heroes	disney-infinity-20-marvel-super-heroes	Action-Adventure	E10	PC	Disney Interactive Studios	Avalanche Software										2014.0	06th Feb 18	http://www.vgchartz.com/game/81785/disney-infinity-20-marvel-super-heroes/?region=All	1		/games/boxart/default.jpg
28544	Disney Infinity 3.0	disney-infinity-30	Action	E	PC	Disney Interactive Studios	Avalanche Software										2015.0	20th Mar 18	http://www.vgchartz.com/game/85464/disney-infinity-30/?region=All	1		/games/boxart/full_6925211AmericaFrontccc.jpg
28641	Distant Worlds: Universe	distant-worlds-universe	Misc		PC	Slitherine	Unknown										2014.0		http://www.vgchartz.com/game/82577/distant-worlds-universe/?region=All	1		/games/boxart/default.jpg
28646	DiveBomb Chomp	divebomb-chomp	Misc		PC	Unknown	Unknown										2014.0		http://www.vgchartz.com/game/81369/divebomb-chomp/?region=All	1		/games/boxart/default.jpg
28660	Dizzel	dizzel	Action		PC	OGPlanet	Neowiz Entertainment										2014.0		http://www.vgchartz.com/game/83214/dizzel/?region=All	1		/games/boxart/full_6613883AmericaFrontccc.jpg
28690	Dodge	dodge	Action		PC	Yokcos	Yokcos										2015.0		http://www.vgchartz.com/game/85239/dodge/?region=All	1		/games/boxart/default.jpg
28693	Dodge IT - Survive IT	dodge-it-survive-it	Misc		PC	Unknown	Unknown										2015.0		http://www.vgchartz.com/game/80526/dodge-it-survive-it/?region=All	1		/games/boxart/default.jpg
28707	Dogfight 1942	dogfight-1942	Misc		PC	City Interactive	Unknown										2012.0		http://www.vgchartz.com/game/75688/dogfight-1942/?region=All	1		/games/boxart/default.jpg
28754	Dominions 3: The Awakening	dominions-3-the-awakening	Misc		PC	Unknown	Unknown										2013.0		http://www.vgchartz.com/game/81485/dominions-3-the-awakening/?region=All	1		/games/boxart/default.jpg
28757	Don Bradman Cricket 14	don-bradman-cricket-14	Sports		PC	Tru Blu Entertainment	Big Ant Studios										2014.0		http://www.vgchartz.com/game/83485/don-bradman-cricket-14/?region=All	1		/games/boxart/full_5709088PALFrontccc.jpg
28771	Don't Starve	dont-starve	Adventure	T	PC	Klei Entertainment	Klei Entertainment										2013.0	12th Jan 18	http://www.vgchartz.com/game/71568/dont-starve/?region=All	1		/games/boxart/full_6606128AmericaFrontccc.png
28807	Donut County	donut-county	Adventure		PC	Annapurna Interactive	Unknown										2018.0		http://www.vgchartz.com/game/84302/donut-county/?region=All	1		/games/boxart/full_3353185AmericaFrontccc.jpg
28812	Doodle Attack	doodle-attack	Misc		PC	Double Fine Productions	Unknown										2015.0		http://www.vgchartz.com/game/81141/doodle-attack/?region=All	1		/games/boxart/default.jpg
28824	Doom & Destiny	doom-amp-destiny	Misc		PC	HeartBit Interactive	Unknown										2012.0		http://www.vgchartz.com/game/78509/doom-amp-destiny/?region=All	1		/games/boxart/default.jpg
28842	Doorways: The Underworld	doorways-the-underworld	Adventure		PC	Unknown	Unknown										2014.0		http://www.vgchartz.com/game/84236/doorways-the-underworld/?region=All	1		/games/boxart/default.jpg
28891	Dota 2	dota-2	Strategy		PC	Valve Corporation	Valve										2013.0		http://www.vgchartz.com/game/53168/dota-2/?region=All	1	9.3	/games/boxart/full_4702737AmericaFrontccc.jpg
28979	Doushite Kakaite Kurenai no!?	doushite-kakaite-kurenai-no	Adventure		PC	Unknown	Chococo										2011.0		http://www.vgchartz.com/game/58194/doushite-kakaite-kurenai-no/?region=All	1		/games/boxart/default.jpg
29033	Draconian Wars	draconian-wars	Strategy		PC	Unknown	Unknown										2014.0		http://www.vgchartz.com/game/84500/draconian-wars/?region=All	1		/games/boxart/full_5769086AmericaFrontccc.jpg
29037	Dracula 2: The Last Sanctuary	dracula-2-the-last-sanctuary	Misc		PC	Meridian4	Unknown										2014.0		http://www.vgchartz.com/game/81389/dracula-2-the-last-sanctuary/?region=All	1		/games/boxart/default.jpg
29053	Dragon Age II: Legacy	dragon-age-ii-legacy	Role-Playing	M	PC	Electronic Arts	BioWare		5.6								2011.0		http://www.vgchartz.com/game/53064/dragon-age-ii-legacy/?region=All	1		/games/boxart/full_dragon-age-ii-legacy_318PALFront.jpg
29055	Dragon Age II: Mark of the Assassin	dragon-age-ii-mark-of-the-assassin	Role-Playing	M	PC	Electronic Arts	BioWare										2011.0		http://www.vgchartz.com/game/64585/dragon-age-ii-mark-of-the-assassin/?region=All	1		/games/boxart/default.jpg
29057	Dragon Age II: The Black Emporium	dragon-age-ii-the-black-emporium	Role-Playing	M	PC	Electronic Arts	BioWare Edmonton										2011.0		http://www.vgchartz.com/game/50434/dragon-age-ii-the-black-emporium/?region=All	1		/games/boxart/full_dragon-age-ii-the-black-emporium_111AmericaFront.jpg
29060	Dragon Age II: The Exiled Prince	dragon-age-ii-the-exiled-prince	Role-Playing	M	PC	Electronic Arts	BioWare Edmonton										2011.0		http://www.vgchartz.com/game/49648/dragon-age-ii-the-exiled-prince/?region=All	1		/games/boxart/full_dragon-age-ii-the-exiled-prince_631AmericaFront.jpg
29112	Dragon City	dragon-city	Misc		PC	Social Point	Unknown										2012.0		http://www.vgchartz.com/game/71555/dragon-city/?region=All	1		/games/boxart/default.jpg
29113	Dragon City	dragon-city	Adventure		PC	Social Point	Social Point										2012.0		http://www.vgchartz.com/game/73757/dragon-city/?region=All	1		/games/boxart/full_8870519AmericaFrontccc.png
29147	Dragon Nest	dragon-nest	Role-Playing		PC	Nexon America	Eyedentity Games		8.5								2011.0		http://www.vgchartz.com/game/44130/dragon-nest/?region=All	1		/games/boxart/full_dragon-nest_800AmericaFront.jpg
29154	Dragon Quest Heroes: The World's Tree Woe and the Blight Below	dragon-quest-heroes-the-worlds-tree-woe-and-the-blight-below	Action		PC	Square Enix	Square Enix										2015.0		http://www.vgchartz.com/game/86206/dragon-quest-heroes-the-worlds-tree-woe-and-the-blight-below/?region=All	1		/games/boxart/full_1963842AmericaFrontccc.jpg
29158	Dragon Quest X	dragon-quest-x	MMO		PC	Square Enix	Square Enix										2013.0	22nd Apr 18	http://www.vgchartz.com/game/77865/dragon-quest-x/?region=All	1		/games/boxart/full_9578024JapanFrontccc.jpg
29167	Dragon Saga New Origins: Into the Darkness	dragon-saga-new-origins-into-the-darkness	Role-Playing	E10	PC	Gravity Corporation	Gravity Interactive										2011.0		http://www.vgchartz.com/game/62710/dragon-saga-new-origins-into-the-darkness/?region=All	1		/games/boxart/default.jpg
29191	Dragon's Dogma Online	dragons-dogma-online	Role-Playing		PC	Capcom	Capcom										2015.0		http://www.vgchartz.com/game/85088/dragons-dogma-online/?region=All	1		/games/boxart/full_941479AmericaFrontccc.jpg
29210	Dragon's Prophet	dragons-prophet	MMO		PC	Sony Online Entertainment	Runewalker Entertainment Ltd.										2018.0	16th Sep 18	http://www.vgchartz.com/game/74177/dragons-prophet/?region=All	1		/games/boxart/default.jpg
29226	Dragons & Titans	dragons-amp-titans	Misc		PC	Thunderstorm Entertainment Inc.,	Unknown										2020.0		http://www.vgchartz.com/game/74805/dragons-amp-titans/?region=All	1		/games/boxart/default.jpg
29240	Drakensang: Phileasson's Secret	drakensang-phileassons-secret	Role-Playing		PC	ValuSoft	Radon Labs GmbH										2011.0		http://www.vgchartz.com/game/51331/drakensang-phileassons-secret/?region=All	1		/games/boxart/full_drakensang-phileassons-secret_987PALFront.jpg
29241	Drakensang: The River of Time	drakensang-the-river-of-time	Role-Playing		PC	ValuSoft	Radon Labs GmbH										2011.0		http://www.vgchartz.com/game/43509/drakensang-the-river-of-time/?region=All	1		/games/boxart/full_4403373PALFrontccc.jpg
29242	DRAKERZ-Confrontation	drakerz-confrontation	Misc		PC	Unknown	Unknown										2014.0		http://www.vgchartz.com/game/82410/drakerz-confrontation/?region=All	1		/games/boxart/default.jpg
29250	Dreadnought	dreadnought	Misc		PC	Unknown	Yager Development										2017.0		http://www.vgchartz.com/game/84902/dreadnought/?region=All	1		/games/boxart/default.jpg
29274	Dreamlords: Resurrection	dreamlords-resurrection	Strategy	T	PC	Paradox Interactive	Lockpick Entertainment										2011.0		http://www.vgchartz.com/game/52609/dreamlords-resurrection/?region=All	1		/games/boxart/full_dreamlords-resurrection_164AmericaFront.jpg
29285	Drifter: A Space Trading Game	drifter-a-space-trading-game	Simulation		PC	Celsius Game Studios	Celsius Game Studios										2014.0		http://www.vgchartz.com/game/84002/drifter-a-space-trading-game/?region=All	1		/games/boxart/full_1437037AmericaFrontccc.jpg
29293	Drive a Steam Train	drive-a-steam-train	Simulation		PC	RailSimulator.com	RailSimulator.com										2011.0		http://www.vgchartz.com/game/52245/drive-a-steam-train/?region=All	1		/games/boxart/full_drive-a-steam-train_799PALFront.jpg
29303	DROD: The Second Sky	drod-the-second-sky	Puzzle		PC	Caravel Games	Caravel Games										2014.0		http://www.vgchartz.com/game/83514/drod-the-second-sky/?region=All	1		/games/boxart/full_5895133AmericaFrontccc.jpg
29322	Drox Operative	drox-operative	Misc		PC	Soldak Entertainment	Unknown										2012.0		http://www.vgchartz.com/game/81488/drox-operative/?region=All	1		/games/boxart/default.jpg
29373	DUBWARS	dubwars	Misc		PC	Mura Interactive	Unknown										2014.0		http://www.vgchartz.com/game/76779/dubwars/?region=All	1		/games/boxart/default.jpg
29375	Ducati World Championship	ducati-world-championship	Racing	E	PC	Unknown	Artematica Entertainment		3.0								2011.0		http://www.vgchartz.com/game/27060/ducati-world-championship/?region=All	1		/games/boxart/full_2660190AmericaFrontccc.jpg
29385	Dudebro: My Shit is Fucked Up So I Got to Shoot/Slice You II - It's Straight-Up Dawg Time	dudebro-my-shit-is-fucked-up-so-i-got-to-shoot	Shooter		PC	Unknown	Members of NeoGAF										2014.0		http://www.vgchartz.com/game/44002/dudebro-my-shit-is-fucked-up-so-i-got-to-shootslice-you-ii-its-straight-up-dawg-time/?region=All	1		/games/boxart/default.jpg
29402	Duke Nukem 3D: 20th Anniversary World Tour	duke-nukem-3d-20th-anniversary-world-tour	Shooter		PC	Gearbox Software	Gearbox Software										2016.0		http://www.vgchartz.com/game/137635/duke-nukem-3d-20th-anniversary-world-tour/?region=All	1		/games/boxart/full_3755202AmericaFrontccc.jpg
29431	Dungeon Defenders II	dungeon-defenders-ii	Action	E10	PC	Trendy Entertainment	Trendy Entertainment										2014.0	21st Sep 18	http://www.vgchartz.com/game/79124/dungeon-defenders-ii/?region=All	1		/games/boxart/full_2396932AmericaFrontccc.jpg
29463	Dungeon of the Endless	dungeon-of-the-endless	Misc		PC	OnLine Studio Productions LLC	Unknown										2013.0		http://www.vgchartz.com/game/80527/dungeon-of-the-endless/?region=All	1		/games/boxart/default.jpg
29469	Dungeon Siege III: Treasures of the Sun	dungeon-siege-iii-treasures-of-the-sun	Role-Playing		PC	Square Enix	Obsidian Entertainment										2011.0		http://www.vgchartz.com/game/62471/dungeon-siege-iii-treasures-of-the-sun/?region=All	1		/games/boxart/full_dungeon-siege-iii-treasures-of-the-sun_589AmericaFront.jpg
29473	Dungeonland	dungeonland	Misc		PC	Paradox Interactive	Unknown										2013.0		http://www.vgchartz.com/game/70500/dungeonland/?region=All	1		/games/boxart/default.jpg
29490	Dungeons: Into the Dark	dungeons-into-the-dark	Strategy		PC	Kalypso	Realmforge Studios										2011.0		http://www.vgchartz.com/game/63637/dungeons-into-the-dark/?region=All	1		/games/boxart/default.jpg
29491	Dungeons: Map Pack DLC	dungeons-map-pack-dlc	Strategy		PC	Kalypso	Realmforge Studios										2011.0		http://www.vgchartz.com/game/63638/dungeons-map-pack-dlc/?region=All	1		/games/boxart/default.jpg
29492	Dungeons: The Eye of Draconus	dungeons-the-eye-of-draconus	Action		PC	SuckerFree Games	SuckerFree Games										2014.0		http://www.vgchartz.com/game/84168/dungeons-the-eye-of-draconus/?region=All	1		/games/boxart/full_2600309AmericaFrontccc.jpg
29499	Durango	durango	Misc		PC	Nexon	Unknown										2015.0		http://www.vgchartz.com/game/82669/durango/?region=All	1		/games/boxart/default.jpg
29511	Duty of Sentinel	duty-of-sentinel	Misc		PC	Unknown	Unknown										2014.0		http://www.vgchartz.com/game/79606/duty-of-sentinel/?region=All	1		/games/boxart/default.jpg
29547	Dynasty Warriors 8: Empires	dynasty-warriors-8-empires	Action		PC	Tecmo Koei	Omega Force										2015.0		http://www.vgchartz.com/game/84773/dynasty-warriors-8-empires/?region=All	1		/games/boxart/full_8572222AmericaFrontccc.jpg
29557	Dyscourse	dyscourse	Adventure		PC	Owlchemy Labs	Owlchemy Labs										2015.0		http://www.vgchartz.com/game/85276/dyscourse/?region=All	1		/games/boxart/default.jpg
29562	E.Y.E.: Divine Cybermancy	eye-divine-cybermancy	Role-Playing		PC	Unknown	Streum On Studio										2011.0		http://www.vgchartz.com/game/55121/eye-divine-cybermancy/?region=All	1		/games/boxart/full_eye-divine-cybermancy_842AmericaFront.jpg
29563	E.Y.E: Divine Cybermancy	eye-divine-cybermancy	Role-Playing	RP	PC	Unknown	Streum On Studio										2011.0		http://www.vgchartz.com/game/67061/eye-divine-cybermancy/?region=All	1		/games/boxart/default.jpg
29574	Eador: Masters of the Broken World	eador-masters-of-the-broken-world	Misc		PC	Rockstar	Unknown										2013.0		http://www.vgchartz.com/game/72263/eador-masters-of-the-broken-world/?region=All	1		/games/boxart/default.jpg
29596	EarthNight	earthnight	Action		PC	cleaversoft	cleaversoft										2019.0		http://www.vgchartz.com/game/83155/earthnight/?region=All	1		/games/boxart/full_865527AmericaFrontccc.jpg
29625	East vs West: A Hearts of Iron Game	east-vs-west-a-hearts-of-iron-game	Misc		PC	Paradox Interactive	Unknown										2014.0		http://www.vgchartz.com/game/79079/east-vs-west-a-hearts-of-iron-game/?region=All	1		/games/boxart/default.jpg
