Rank	Name	basename	Genre	ESRB_Rating	Platform	Publisher	Developer	VGChartz_Score	Critic_Score	User_Score	Total_Shipped	Global_Sales	NA_Sales	PAL_Sales	JP_Sales	Other_Sales	Year	Last_Update	url	status	Vgchartzscore	img_url
10357	Dead Rising 4	dead-rising-4	Action-Adventure		PC	Capcom	Capcom				0.15						2016.0	01st Oct 18	http://www.vgchartz.com/game/119328/dead-rising-4/?region=All	1		/games/boxart/full_9655360PALFrontccc.jpg
10373	AaAaAA!!! - A Reckless Disregard for Gravity	aaaaaa-a-reckless-disregard-for-gravity	Action		PC	Unknown	Dejobaan Games				0.15						2012.0	25th Mar 19	http://www.vgchartz.com/game/224102/aaaaaa-a-reckless-disregard-for-gravity/?region=All	1		/games/boxart/full_2714265AmericaFrontccc.jpg
10374	Football Manager Touch 2018	football-manager-touch-2018	Simulation		PC	Unknown	Sports Interactive				0.15						2012.0	25th Mar 19	http://www.vgchartz.com/game/224101/football-manager-touch-2018/?region=All	1		/games/boxart/full_6631983AmericaFrontccc.jpg
10402	DiRT 3	dirt-3	Racing	T	PC	Codemasters	Codemasters		9.0			0.15		0.13		0.02	2011.0		http://www.vgchartz.com/game/44026/dirt-3/?region=All	1		/games/boxart/full_dirt-3_534AmericaFront.jpg
10424	Reassembly	reassembly	Action		PC	Indie Voyage	Anisoptera Games				0.15						2015.0		http://www.vgchartz.com/game/85183/reassembly/?region=All	1		/games/boxart/full_151516AmericaFrontccc.jpg
10425	Toki Tori 2+	toki-tori-2	Puzzle	E	PC	Two Tribes	Two Tribes				0.15						2016.0	21st Sep 18	http://www.vgchartz.com/game/92052/toki-tori-2/?region=All	1		/games/boxart/full_6872415PALFrontccc.jpg
10434	Anomaly 2	anomaly-2	Misc		PC	11 bit studios	Unknown				0.15						2013.0		http://www.vgchartz.com/game/77922/anomaly-2/?region=All	1		/games/boxart/full_8310694AmericaFrontccc.jpg
10440	Not a Hero	not-a-hero	Misc		PC	Devolver Digital	Unknown				0.15						2015.0		http://www.vgchartz.com/game/80576/not-a-hero/?region=All	1		/games/boxart/full_8479303AmericaFrontccc.jpg
10458	FortressCraft Evolved	fortresscraft-evolved	Strategy		PC	Unknown	ProjectorGames				0.15						2011.0	27th Mar 19	http://www.vgchartz.com/game/224161/fortresscraft-evolved/?region=All	1		/games/boxart/full_5575525AmericaFrontccc.jpg
10461	Battle Chasers: Nightwar	battle-chasers-nightwar	Role-Playing	T	PC	THQ Nordic	Airship Syndicate				0.15						2017.0	22nd Sep 18	http://www.vgchartz.com/game/179408/battle-chasers-nightwar/?region=All	1		/games/boxart/full_9976132PALFrontccc.jpg
10468	We Happy Few	we-happy-few	Action		PC	Gearbox Software	Compulsion Games				0.15						2018.0		http://www.vgchartz.com/game/204844/we-happy-few/?region=All	1	5.0	/games/boxart/full_3577727PALFrontccc.jpg
10469	Zeno Clash 2	zeno-clash-2	Shooter	RP	PC	Unknown	ACE Team				0.15						2018.0		http://www.vgchartz.com/game/44423/zeno-clash-2/?region=All	1		/games/boxart/full_7629218AmericaFrontccc.jpg
10471	The Final Station	the-final-station	Action-Adventure		PC	Unknown	Oleg Sergeev				0.15						2011.0	27th Mar 19	http://www.vgchartz.com/game/224162/the-final-station/?region=All	1		/games/boxart/full_2970981AmericaFrontccc.jpg
10506	Sonic The Hedgehog 4 Episode I	sonic-the-hedgehog-4-episode-i	Misc		PC	Sega	Unknown				0.14						2012.0		http://www.vgchartz.com/game/73826/sonic-the-hedgehog-4-episode-i/?region=All	1		/games/boxart/full_5017830AmericaFrontccc.jpg
10514	Alien: Isolation	alien-isolation	Adventure	M	PC	Sega	Creative Assembly					0.14		0.14		0.01	2014.0	05th Jan 18	http://www.vgchartz.com/game/80561/alien-isolation/?region=All	1		/games/boxart/full_3657297PALFrontccc.jpg
10521	Urban Trial Freestyle	urban-trial-freestyle	Platform		PC	Unknown	Tate Multimedia				0.14						2017.0	29th Mar 19	http://www.vgchartz.com/game/224349/urban-trial-freestyle/?region=All	1		/games/boxart/full_4576312AmericaFrontccc.jpg
10523	Sherlock Holmes: The Devil's Daughter	sherlock-holmes-the-devils-daughter	Adventure	T	PC	Bigben Interactive	Bigben Interactive				0.14						2016.0	27th Jun 18	http://www.vgchartz.com/game/119058/sherlock-holmes-the-devils-daughter/?region=All	1		/games/boxart/full_4079394AmericaFrontccc.jpg
10562	Vanquish	vanquish	Shooter		PC	Sega	PlatinumGames				0.14						2017.0	02nd Nov 18	http://www.vgchartz.com/game/223009/vanquish/?region=All	1		/games/boxart/full_7090116AmericaFrontccc.jpg
10594	Anykey Simulator	anykey-simulator	Puzzle		PC	Unknown	RiDeLy				0.14						2011.0	29th Mar 19	http://www.vgchartz.com/game/224396/anykey-simulator/?region=All	1		/games/boxart/full_657374AmericaFrontccc.jpg
10600	Styx: Shards of Darkness	styx-shards-of-darkness	Action	M	PC	Focus Home Interactive	Cyanide Studio				0.14						2017.0	06th Jan 18	http://www.vgchartz.com/game/120415/styx-shards-of-darkness/?region=All	1		/games/boxart/full_6895099PALFrontccc.jpg
10605	Unholy Heights	unholy-heights	Strategy		PC	Unknown	Petit Depotto				0.14						2016.0	29th Mar 19	http://www.vgchartz.com/game/224530/unholy-heights/?region=All	1		/games/boxart/full_5608194AmericaFrontccc.jpg
10606	Sherlock Holmes: Crimes & Punishments	sherlock-holmes-crimes-amp-punishments	Adventure	M	PC	Focus Home Interactive	Frogwares				0.14						2014.0	18th Apr 18	http://www.vgchartz.com/game/71902/sherlock-holmes-crimes-amp-punishments/?region=All	1		/games/boxart/full_41524AmericaFrontccc.jpg
10632	Battlefield: Hardline	battlefield-hardline	Shooter	M	PC	Electronic Arts	EA DICE					0.14		0.13		0.01	2015.0	11th Apr 18	http://www.vgchartz.com/game/82886/battlefield-hardline/?region=All	1		/games/boxart/full_5770733AmericaFrontccc.jpg
10643	Terrorhedron Tower Defense	terrorhedron-tower-defense	Strategy		PC	Dan Walters	Dan Walters				0.14						2014.0	29th Mar 19	http://www.vgchartz.com/game/83731/terrorhedron-tower-defense/?region=All	1		/games/boxart/full_4498884AmericaFrontccc.jpeg
10655	WWE 2K16	wwe-2k16	Sports	T	PC	2K Sports	Yuke's				0.14						2016.0	11th Apr 18	http://www.vgchartz.com/game/95621/wwe-2k16/?region=All	1		/games/boxart/full_3830858AmericaFrontccc.jpg
10718	The Darkness II	the-darkness-ii	Shooter	M	PC	2K Games	Digital Extremes					0.14	0.1	0.03		0.01	2012.0		http://www.vgchartz.com/game/50102/the-darkness-ii/?region=All	1		/games/boxart/full_4471563AmericaFrontccc.jpg
10748	Serious Sam: Double D XXL	serious-sam-double-d-xxl	Shooter		PC	Devolver Digital	Mommy's Best Games				0.14						2011.0	27th Dec 18	http://www.vgchartz.com/game/50545/serious-sam-double-d-xxl/?region=All	1		/games/boxart/full_8331108AmericaFrontccc.jpg
10761	Edna & Harvey: The Breakout	edna-amp-harvey-the-breakout	Adventure		PC	Daedalic Entertainment	Daedalic Entertainment				0.14						2013.0		http://www.vgchartz.com/game/33489/edna-amp-harvey-the-breakout/?region=All	1		/games/boxart/full_1995048PALFrontccc.jpg
10788	Fairy Fencer F	fairy-fencer-f	Role-Playing	T	PC	Idea Factory International	Compile Heart				0.14						2015.0	04th Nov 18	http://www.vgchartz.com/game/85818/fairy-fencer-f/?region=All	1		/games/boxart/full_3623490AmericaFrontccc.jpg
10805	Teslagrad	teslagrad	Platform		PC	Rain Games	Rain Games				0.14						2015.0	04th Jan 18	http://www.vgchartz.com/game/79809/teslagrad/?region=All	1		/games/boxart/full_2864100AmericaFrontccc.jpeg
10845	Tropico 5	tropico-5	Simulation	T	PC	Kalypso Media	Haemimont Games					0.14	0.04	0.09		0.01	2015.0	20th Aug 18	http://www.vgchartz.com/game/78529/tropico-5/?region=All	1	6.8	/games/boxart/full_6167429AmericaFrontccc.jpg
10886	Mega Man Legacy Collection	mega-man-legacy-collection	Platform	E	PC	Capcom	Digital Eclipse Software				0.13						2015.0	29th May 18	http://www.vgchartz.com/game/85882/mega-man-legacy-collection/?region=All	1		/games/boxart/full_7212012AmericaFrontccc.jpg
10901	Red Orchestra 2: Heroes of Stalingrad	red-orchestra-2-heroes-of-stalingrad	Shooter	M	PC	Tripwire Interactive	Tripwire Interactive		7.7			0.13	0.04	0.07		0.02	2011.0		http://www.vgchartz.com/game/41133/red-orchestra-2-heroes-of-stalingrad/?region=All	1		/games/boxart/full_red-orchestra-2-heroes-of-stalingrad_541AmericaFront.jpg
10905	Ridge Racer Unbounded	ridge-racer-unbounded	Racing	E	PC	Namco Bandai Games	Bugbear Entertainment				0.13						2012.0		http://www.vgchartz.com/game/50037/ridge-racer-unbounded/?region=All	1		/games/boxart/full_ridge-racer-unbounded_65PALFront.jpg
10919	Fallout 4 VR	fallout-4-vr	Role-Playing		PC	Bethesda Softworks	Bethesda Game Studios				0.13						2017.0	07th Feb 18	http://www.vgchartz.com/game/221080/fallout-4-vr/?region=All	1		/games/boxart/full_9892030PALFrontccc.jpg
10931	Deadly 30	deadly-30	Action		PC	Headup Games	Ignatus Zuk and Gonzalo Villagomez				0.13						2014.0	07th Apr 19	http://www.vgchartz.com/game/224309/deadly-30/?region=All	1		/games/boxart/full_4043499AmericaFrontccc.jpg
10936	Worms Crazy Golf	worms-crazy-golf	Sports	E	PC	Team17 Software	Team17 Software				0.13						2011.0		http://www.vgchartz.com/game/65443/worms-crazy-golf/?region=All	1		/games/boxart/full_1826038AmericaFrontccc.jpg
10947	18 Wheels of Steel: Extreme Trucker 2	18-wheels-of-steel-extreme-trucker-2	Racing	E	PC	THQ	SCS Software					0.13	0.1	0.02		0.01	2011.0		http://www.vgchartz.com/game/49490/18-wheels-of-steel-extreme-trucker-2/?region=All	1		/games/boxart/full_18-wheels-of-steel-extreme-trucker-2_522AmericaFront.jpg
10966	Draw a Stickman: EPIC	draw-a-stickman-epic	Adventure		PC	Hitcents	Hitcents				0.13						2013.0	24th Mar 18	http://www.vgchartz.com/game/221241/draw-a-stickman-epic/?region=All	1		/games/boxart/full_9472771AmericaFrontccc.png
11009	Project CARS	project-cars	Racing	E	PC	Bandai Namco Games	Slightly Mad Studios					0.13		0.12		0.01	2015.0	05th Jan 18	http://www.vgchartz.com/game/73278/project-cars/?region=All	1		/games/boxart/full_5220018PALFrontccc.jpg
11018	One Piece: Burning Blood	one-piece-burning-blood	Fighting	T	PC	Namco Bandai Games	Spike Chunsoft				0.13						2016.0	23rd May 18	http://www.vgchartz.com/game/86345/one-piece-burning-blood/?region=All	1		/games/boxart/full_8751483PALFrontccc.jpg
11024	Men of War: Vietnam	men-of-war-vietnam	Strategy	T	PC	1C Company	1C Company		7.2		0.13						2011.0	29th Mar 19	http://www.vgchartz.com/game/50709/men-of-war-vietnam/?region=All	1		/games/boxart/full_men-of-war-vietnam_127PALFront.jpg
11026	Call of Duty: Black Ops IIII	call-of-duty-black-ops-iiii	Shooter	M	PC	Activision	Treyarch					0.13	0.05	0.07		0.01	2018.0	07th Nov 18	http://www.vgchartz.com/game/221292/call-of-duty-black-ops-iiii/?region=All	1		/games/boxart/full_2440510AmericaFrontccc.jpg
11040	Gemini Rue	gemini-rue	Adventure		PC	Wadjet Eye Games	Wadjet Eye Games		8.0		0.13						2011.0		http://www.vgchartz.com/game/50345/gemini-rue/?region=All	1		/games/boxart/full_gemini-rue_791AmericaFront.jpg
11060	Wasteland 2	wasteland-2	Misc		PC	inXile Entertainment	Unknown					0.13	0.06	0.06		0.01	2020.0		http://www.vgchartz.com/game/70888/wasteland-2/?region=All	1		/games/boxart/full_8095301PALFrontccc.jpg
11136	Of Orcs and Men	of-orcs-and-men	Action		PC	Focus Home Interactive	Cyanide Studio				0.13						2012.0	02nd Jan 19	http://www.vgchartz.com/game/71686/of-orcs-and-men/?region=All	1		/games/boxart/full_1172017PALFrontccc.jpg
11140	Dungeons 3	dungeons-3	Strategy	T	PC	Kalypso Media	Realmforge Studios				0.13						2017.0	03rd Mar 18	http://www.vgchartz.com/game/212044/dungeons-3/?region=All	1		/games/boxart/full_9826035AmericaFrontccc.png
11175	Mass Effect: Andromeda	mass-effect-andromeda	Role-Playing	M	PC	Electronic Arts	BioWare Corp.					0.13	0.04	0.08		0.01	2017.0	03rd Jul 18	http://www.vgchartz.com/game/83370/mass-effect-andromeda/?region=All	1		/games/boxart/full_3398006AmericaFrontccc.jpg
11203	FlatOut 3: Chaos & Destruction	flatout-3-chaos-amp-destruction	Racing		PC	Strategy First	Team 6 Games Studio				0.13						2011.0		http://www.vgchartz.com/game/70335/flatout-3-chaos-amp-destruction/?region=All	1		/games/boxart/full_9440486AmericaFrontccc.jpg
11276	Prototype 2	prototype-2	Action	M	PC	Activision	Radical Entertainment					0.12	0.09	0.03		0.01	2012.0		http://www.vgchartz.com/game/49116/prototype-2/?region=All	1		/games/boxart/default.jpg
11298	Rocket League	rocket-league	Sports	E	PC	Psyonix Studios	Psyonix Studios		9.2			0.12	0.03	0.08		0.01	2015.0	04th Apr 18	http://www.vgchartz.com/game/85774/rocket-league/?region=All	1		/games/boxart/full_5487260AmericaFrontccc.jpg
11335	Deponia Doomsday	deponia-doomsday	Adventure	T	PC	Daedalic Entertainment	Daedalic Entertainment				0.12						2016.0	22nd Sep 18	http://www.vgchartz.com/game/93686/deponia-doomsday/?region=All	1		/games/boxart/full_768589PALFrontccc.jpeg
11444	NBA 2K16	nba-2k16	Sports	E10	PC	2K Sports	Visual Concepts					0.12	0.05	0.07		0.01	2015.0	28th Mar 18	http://www.vgchartz.com/game/85558/nba-2k16/?region=All	1		/games/boxart/full_5011327AmericaFrontccc.jpg
11522	Out of Reach	out-of-reach	Action		PC	Space Boat Studios	Space Boat Studios				0.12						2018.0	10th Apr 19	http://www.vgchartz.com/game/224340/out-of-reach/?region=All	1		/games/boxart/full_6203224AmericaFrontccc.jpg
11523	Shufflepuck Cantina Deluxe	shufflepuck-cantina-deluxe	Sports		PC	Agharta Studio	Agharta Studio				0.12						2013.0	10th Apr 19	http://www.vgchartz.com/game/81428/shufflepuck-cantina-deluxe/?region=All	1		/games/boxart/full_8905998AmericaFrontccc.jpg
11536	Defend Your Life	defend-your-life	Strategy		PC	Alda Games	Alda Games				0.12						2015.0	10th Apr 19	http://www.vgchartz.com/game/224339/defend-your-life/?region=All	1		/games/boxart/full_3279752AmericaFrontccc.jpg
11546	Dead Island: Riptide	dead-island-riptide	Action	M	PC	Deep Silver	Techland		6.2		0.12						2013.0	15th Mar 18	http://www.vgchartz.com/game/70791/dead-island-riptide/?region=All	1		/games/boxart/full_7940060AmericaFrontccc.jpg
11547	Swiftly	swiftly	Platform		PC	Cleverweek	Cleverweek				0.12						2016.0	10th Apr 19	http://www.vgchartz.com/game/224338/swiftly/?region=All	1		/games/boxart/full_9603502AmericaFrontccc.jpg
11561	Sudden Strike 4	sudden-strike-4	Strategy	T	PC	Kalypso Media	Kite Games				0.12						2017.0	24th Mar 18	http://www.vgchartz.com/game/169962/sudden-strike-4/?region=All	1		/games/boxart/full_3934335AmericaFrontccc.jpg
11562	Anodyne	anodyne	Action-Adventure	M	PC	Analgesic Productions	Sean Han Tani				0.12						2013.0	09th Apr 19	http://www.vgchartz.com/game/74783/anodyne/?region=All	1		/games/boxart/full_3093304AmericaFrontccc.jpg
11571	Akiba's Trip: Undead & Undressed	akibas-trip-undead-amp-undressed	Action	M	PC	Xseed Games	Acquire				0.12						2015.0	09th Apr 19	http://www.vgchartz.com/game/85528/akibas-trip-undead-amp-undressed/?region=All	1		/games/boxart/full_5219994AmericaFrontccc.jpg
11572	Akin	akin	Puzzle		PC	ThinkOfGames	ThinkOfGames				0.12						2016.0	09th Apr 19	http://www.vgchartz.com/game/224335/akin/?region=All	1		/games/boxart/full_9488968AmericaFrontccc.jpg
11575	The chronicles of Emerland. Solitaire.	the-chronicles-of-emerland-solitaire	Puzzle		PC	Rainbow Games	Rainbow Games				0.12						2013.0	09th Apr 19	http://www.vgchartz.com/game/224334/the-chronicles-of-emerland-solitaire/?region=All	1		/games/boxart/full_9218760AmericaFrontccc.jpg
11577	BlazBlue: Continuum Shift EXTEND	blazblue-continuum-shift-extend	Fighting	T	PC	H2 Interactive Co., Ltd.	Arc System Works				0.12						2014.0	08th Apr 19	http://www.vgchartz.com/game/220191/blazblue-continuum-shift-extend/?region=All	1		/games/boxart/full_8821983AmericaFrontccc.jpg
11579	Rocksmith	rocksmith	Misc	T	PC	Ubisoft	Ubisoft					0.12	0.07	0.03		0.01	2012.0		http://www.vgchartz.com/game/51382/rocksmith/?region=All	1		/games/boxart/default.jpg
11581	BADLAND: Game of the Year Edition	badland-game-of-the-year-edition	Action		PC	Frogmind	Frogmind				0.12						2015.0	08th Apr 19	http://www.vgchartz.com/game/85529/badland-game-of-the-year-edition/?region=All	1		/games/boxart/full_549332AmericaFrontccc.jpg
11590	Trucks & Trailers	trucks-amp-trailers	Simulation		PC	SCS Software	SCS Software				0.12						2011.0	08th Apr 19	http://www.vgchartz.com/game/83161/trucks-amp-trailers/?region=All	1		/games/boxart/full_2647985AmericaFrontccc.jpg
11595	Heaven Forest NIGHTS	heaven-forest-nights	Action		PC	Chubby Pixel	Fabio Ferrara				0.12						2017.0	08th Apr 19	http://www.vgchartz.com/game/224332/heaven-forest-nights/?region=All	1		/games/boxart/full_8173542AmericaFrontccc.jpg
11598	The Cat Lady	the-cat-lady	Adventure		PC	Screen 7	Harvester Games				0.12						2012.0	08th Apr 19	http://www.vgchartz.com/game/224330/the-cat-lady/?region=All	1		/games/boxart/full_9223823AmericaFrontccc.jpg
11599	Call of Juarez: The Cartel	call-of-juarez-the-cartel	Shooter	M	PC	Ubisoft	Techland		4.5			0.12	0.05	0.05		0.01	2011.0		http://www.vgchartz.com/game/50092/call-of-juarez-the-cartel/?region=All	1		/games/boxart/full_call-of-juarez-the-cartel_729AmericaFront.jpg
11608	Heavy Bullets	heavy-bullets	Shooter		PC	Devolver Digital	Terri Vellmann				0.12						2014.0	08th Apr 19	http://www.vgchartz.com/game/82252/heavy-bullets/?region=All	1		/games/boxart/full_4297237AmericaFrontccc.jpg
11611	Alice: Madness Returns	alice-madness-returns	Adventure	M	PC	Electronic Arts	Spicy Horse		6.7			0.12		0.1		0.01	2011.0		http://www.vgchartz.com/game/33814/alice-madness-returns/?region=All	1		/games/boxart/full_alice-madness-returns_416AmericaFront.jpg
11628	Shark Attack Deathmatch 2	shark-attack-deathmatch-2	Action		PC	Lighthouse Games Studio	Lighthouse Games Studio				0.12						2015.0	08th Apr 19	http://www.vgchartz.com/game/224326/shark-attack-deathmatch-2/?region=All	1		/games/boxart/full_1743921AmericaFrontccc.jpg
11642	Brother Wings	brother-wings	Shooter		PC	Brogames	Brogames				0.12						2017.0	08th Apr 19	http://www.vgchartz.com/game/224325/brother-wings/?region=All	1		/games/boxart/full_4977496AmericaFrontccc.jpg
11661	Darkspore	darkspore	Role-Playing	T	PC	Electronic Arts	Maxis		6.6			0.11	0.07	0.03		0.01	2011.0		http://www.vgchartz.com/game/46242/darkspore/?region=All	1		/games/boxart/full_darkspore_655AmericaFront.jpg
11663	Late Shift	late-shift	Adventure		PC	Wales Interactive Ltd.	CtrlMovie				0.11						2017.0	08th Apr 19	http://www.vgchartz.com/game/220458/late-shift/?region=All	1		/games/boxart/full_4995537AmericaFrontccc.jpg
11670	Squirbs	squirbs	Platform		PC	Team Indev	Team Indev				0.11						2016.0	08th Apr 19	http://www.vgchartz.com/game/224322/squirbs/?region=All	1		/games/boxart/full_1321571AmericaFrontccc.jpg
11671	Sword Art Online: Hollow Realization	sword-art-online-hollow-realization	Role-Playing	T	PC	Bandai Namco Entertainment	Aquria				0.11						2017.0	22nd Mar 19	http://www.vgchartz.com/game/221129/sword-art-online-hollow-realization/?region=All	1		/games/boxart/full_7670959AmericaFrontccc.jpg
11672	Dungeons & Dragons: Daggerdale	dungeons-amp-dragons-daggerdale	Role-Playing		PC	Atari	Bedlam Games				0.11						2011.0	08th Apr 19	http://www.vgchartz.com/game/224320/dungeons-amp-dragons-daggerdale/?region=All	1		/games/boxart/full_7147751AmericaFrontccc.jpg
11673	Garden Rescue: Christmas Edition	garden-rescue-christmas-edition	Strategy		PC	Rainbow Games	Rainbow Games				0.11						2015.0	08th Apr 19	http://www.vgchartz.com/game/224319/garden-rescue-christmas-edition/?region=All	1		/games/boxart/full_5644488AmericaFrontccc.jpg
11684	Samorost 3	samorost-3	Adventure		PC	Amanita Design	Amanita Design				0.11						2016.0	08th Apr 19	http://www.vgchartz.com/game/220199/samorost-3/?region=All	1		/games/boxart/full_8469491PALFrontccc.jpeg
11687	INK	ink	Platform		PC	ZackBellGames	ZackBellGames				0.11						2015.0	07th Apr 19	http://www.vgchartz.com/game/224317/ink/?region=All	1		/games/boxart/full_8183319AmericaFrontccc.jpg
11694	Starpoint Gemini Warlords	starpoint-gemini-warlords	Strategy		PC	Iceberg Interactive	Little Green Men Games				0.11						2017.0	07th Apr 19	http://www.vgchartz.com/game/224315/starpoint-gemini-warlords/?region=All	1		/games/boxart/full_6957446AmericaFrontccc.jpg
11709	Farm Together	farm-together	Simulation		PC	Milkstone Studios	Milkstone Studios S.L.				0.11						2018.0	07th Apr 19	http://www.vgchartz.com/game/224312/farm-together/?region=All	1		/games/boxart/full_4669038AmericaFrontccc.jpg
11728	Ice Lakes	ice-lakes	Simulation		PC	Iceflake Studios	Iceflake Studios				0.11						2016.0	07th Apr 19	http://www.vgchartz.com/game/224308/ice-lakes/?region=All	1		/games/boxart/full_1396772AmericaFrontccc.jpg
11729	Influent	influent	Education	E	PC	Three Flip Studios	Rob Howland				0.11						2014.0	07th Apr 19	http://www.vgchartz.com/game/224307/influent/?region=All	1		/games/boxart/full_7865690AmericaFrontccc.jpg
11732	20XX	20xx	Platform		PC	Batterystaple Games	Batterystaple Games				0.11						2017.0	07th Apr 19	http://www.vgchartz.com/game/224306/20xx/?region=All	1		/games/boxart/full_9795897AmericaFrontccc.jpg
11734	Kingdom Rush Frontiers	kingdom-rush-frontiers	Strategy		PC	Ironhide Game Studio	Ironhide Game Studio				0.11						2013.0	06th Apr 19	http://www.vgchartz.com/game/78094/kingdom-rush-frontiers/?region=All	1		/games/boxart/full_723587AmericaFrontccc.jpg
11737	Fairyland: Incursion	fairyland-incursion	Strategy		PC	Naarassusi Publisher	Naarassusi Game				0.11						2016.0	06th Apr 19	http://www.vgchartz.com/game/224284/fairyland-incursion/?region=All	1		/games/boxart/full_6032816AmericaFrontccc.jpg
11749	SHENZHEN I/O	shenzhen-i	Misc		PC	Zachtronics Industries	Zachtronics Industries				0.11						2016.0	06th Apr 19	http://www.vgchartz.com/game/224303/shenzhen-io/?region=All	1		/games/boxart/full_6594919AmericaFrontccc.jpg
11751	Arma Tactics	arma-tactics	Strategy		PC	Bohemia Interactive	Bohemia Interactive				0.11						2013.0	06th Apr 19	http://www.vgchartz.com/game/224302/arma-tactics/?region=All	1		/games/boxart/full_8061485AmericaFrontccc.jpg
